Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access
Aarohi,"Dr Rammanohar Lohiya Mahavidyalaya, Kanpur ",Arts,3,ChatGPT,2.9,"Exam Preparation, Resume Writing",1,1,No,Claude,7,No,Uttar pradesh,Tablet,Poor
Prisha,Shershah College of Engineering ,Engineering,2,Gemini,3.2,"Coding Help, Project Work, Assignments",3,4,Yes,Gemini,10,Yes,Bihar,Tablet,Poor
Ishita,"Saveetha School of Law, Chennai ",Law,3,ChatGPT,3.8,"Project Work, MCQ Practice, Doubt Solving",2,2,No,Other,4,No,Tamil nadu,Laptop,Medium
Rakhi,Sri Sai University ,Engineering,2,Copilot,1.1,Assignments,2,4,No,Claude,4,No,Himachal pradesh,Mobile,High
Ramya,Shri Ram College of Commerce ,Arts,4,Bard,3.4,"Learning new topics, Resume Writing, Coding Help",4,-4,Yes,Other,1,Yes,Delhi ncr,Tablet,High
Sneha,"Lady Irwin College, New Delhi ",Science,4,ChatGPT,4.0,"Doubt Solving, Coding Help",5,5,Yes,Claude,8,Yes,Delhi ncr,Laptop,Poor
Divya,Madras Christian College ,Arts,1,Copilot,2.3,"Exam Preparation, Project Work, Doubt Solving",1,-4,Yes,Copilot,10,No,Tamil nadu,Tablet,Poor
Neha,"Abeda Inamdar Senior College, Pune ",Arts,3,Claude,3.5,MCQ Practice,4,-2,No,ChatGPT,6,No,Maharashtra,Laptop,Medium
Pooja,National Research Centre on Mithun ,Science,4,Gemini,3.9,"Content Writing, Exam Preparation",3,2,No,Bard,5,Yes,Nagaland,Mobile,High
Kavya,"ICFAI University, Gangtok ",Arts,3,ChatGPT,1.5,"Learning new topics, Content Writing",3,-3,No,Claude,8,No,Sikkim,Mobile,Poor
Aishwarya,"Himalayan Pharmacy Institute, East Sikkim ",Pharmacy,2,Gemini,3.2,"Content Writing, MCQ Practice",1,-2,No,Gemini,10,No,Sikkim,Laptop,Poor
Shreya,Goswami Ganesh Dutt Sanatan Dharama College ,Arts,4,Claude,3.3,Learning new topics,2,4,No,Bard,6,Yes,Chandigarh,Laptop,Poor
Nandini,Baba Saheb Bhimrao Ambedkar Law College ,Law,2,Bard,2.7,"Project Work, Assignments",1,0,Yes,Copilot,4,Yes,Uttar pradesh,Mobile,High
Aarav,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Medium
Vivaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor
Aditya,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor
Vihaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor
Arjun,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor
Sai,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Medium
Reyansh,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,High
Ayaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor
Krishna,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Medium
Ishaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,No,,Mobile,High
Rudra,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor
Dhruv,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,No,,Mobile,Poor
Kabir,"Government Ram Bhajan Rai NES College, Jashpur ",Commerce,2,ChatGPT,3.4,Learning new topics,3,-3,Yes,Other,6,No,,Laptop,High
Atharv,Dolphin PG Institute of BioMedical & Natural ,Science,2,Copilot,3.6,"MCQ Practice, Projects",5,0,No,Gemini,1,No,,Tablet,Medium
Om,Shaheed Rajguru College of Applied Sciences for ,Arts,2,Copilot,2.9,Content Writing,5,2,Yes,Gemini,5,Yes,,Laptop,Poor
Anaya,Roorkee College of Engineering ,Science,1,Gemini,0.9,"Doubt Solving, Resume Writing",1,3,Yes,Other,8,Yes,,Laptop,Medium
Siya,Kanya Mahavidyalaya ,Commerce,2,Gemini,0.8,"Doubt Solving, Resume Writing",2,-2,Yes,Gemini,7,Yes,,Laptop,Poor
Diya,Shivalik Institute of Paramedical Technology ,Medical,1,"ChatGPT, Gemini, Copilot",2.2,"Assignments, Coding Help",1,-1,Yes,Other,2,Yes,,Mobile,Poor
Myra,"Alpha College of Engineering & Technology, Pondicherry ",Engineering,4,"ChatGPT, Copilot",2.4,"Exam Prep, Notes",2,-2,Yes,Copilot,5,No,,Mobile,Medium
Aadhya,"Jaipur Engineering College and Research Centre, Jaipur ",Engineering,4,"ChatGPT, Copilot",2.1,"MCQ Practice, Projects",2,-2,Yes,Copilot,8,No,,Laptop,Poor
Riya,"ICFAI University, Shillong ",Commerce,2,Gemini,1.4,Content Writing,3,-2,No,Gemini,3,Yes,,Laptop,High
Pari,Kanchi Mamunivar Centre for Post Graduate Studies ,Arts,2,Copilot,1.0,Learning new topics,5,1,No,Copilot,10,Yes,,Tablet,Poor
Anika,Jharkhand Rai University ,Medical,2,ChatGPT,1.2,"Exam Prep, Notes",4,-2,Yes,Other,7,Yes,,Laptop,High
Ira,"Christ Church College -[CCC], Kanpur ",Arts,3,"ChatGPT, Gemini, Copilot",4.4,"Assignments, Coding Help",3,-3,Yes,Copilot,9,No,,Tablet,Poor
Meera,Neville Wadia Institute of Management Studies and ,Management,2,"Gemini, Midjourney",3.6,"Exam Prep, Notes",1,3,No,Copilot,10,No,,Tablet,Poor
Saanvi,Indian Institute of Technology Madras ,Engineering,3,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,3,Yes,Gemini,7,No,,Laptop,High
Navya,"United College, Chandel ",Arts,2,ChatGPT,4.3,Content Writing,4,-2,No,Copilot,1,Yes,,Mobile,High
Aarohi,Shivalik Institute of Paramedical Technology ,Management,3,ChatGPT,2.5,Learning new topics,2,-2,No,ChatGPT,5,No,,Laptop,High
Prisha,Chandigarh University ,Law,2,"Gemini, Midjourney",3.2,Content Writing,2,-3,No,Copilot,9,No,,Mobile,Medium
Ishita,Chandigarh University ,Law,2,"Gemini, Midjourney",3.2,Content Writing,2,-3,No,Copilot,9,No,,Mobile,High
Rakhi,Apex Professional University ,Management,3,ChatGPT,3.7,"Doubt Solving, Resume Writing",3,1,Yes,ChatGPT,10,Yes,,Tablet,High
Ramya,Madhav University ,Pharmacy,1,Gemini,4.4,"MCQ Practice, Projects",1,2,No,Copilot,4,No,,Mobile,High
Sneha,National Institute of Fashion Technology ,Management,2,"ChatGPT, Gemini, Copilot",3.8,"MCQ Practice, Projects",5,-2,No,Copilot,4,No,,Laptop,Medium
Divya,King George's Medical University ,Medical,2,"ChatGPT, Gemini, Copilot",4.2,"Doubt Solving, Resume Writing",3,-2,Yes,ChatGPT,7,No,,Laptop,High
Neha,"Loyola Academy Degree and PG College, Secunderabad ",Agriculture,1,ChatGPT,3.4,"MCQ Practice, Projects",1,0,Yes,Copilot,1,Yes,,Laptop,High
Pooja,Royal College of Pharmacy & Health Sciences ,Pharmacy,3,"Gemini, Midjourney",4.4,"Assignments, Coding Help",2,0,No,Other,3,Yes,,Tablet,High
Kavya,Nalanda Open University ,Arts,4,"ChatGPT, Gemini, Copilot",1.6,Learning new topics,1,1,Yes,ChatGPT,8,Yes,,Laptop,High
Aishwarya,"Ramnarain Ruia Autonomous College, Mumbai ",Commerce,3,"Gemini, Midjourney",4.4,Content Writing,5,0,Yes,Gemini,5,Yes,,Laptop,Medium
Shreya,Galgotias University ,Agriculture,3,ChatGPT,3.1,"Doubt Solving, Resume Writing",3,-1,No,ChatGPT,4,Yes,,Laptop,Poor
Nandini,Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Science,1,Gemini,0.5,"MCQ Practice, Projects",5,-2,No,ChatGPT,3,No,,Laptop,Poor
Aarav,"Government Mahaprabhu Vallabhacharya Post Graduate College, Mahasamund ",Science,4,"ChatGPT, Gemini, Copilot",1.8,Content Writing,1,-3,Yes,Other,10,Yes,,Laptop,Poor
Vivaan,"The Global University, Itanagar ",Commerce,3,Gemini,2.4,"MCQ Practice, Projects",1,-3,Yes,Copilot,8,Yes,,Laptop,Poor
Aditya,"GGDSD College, Palampur ",Arts,3,"ChatGPT, Copilot",3.2,"Exam Prep, Notes",2,0,Yes,Copilot,5,No,,Mobile,Poor
Vihaan,Shivaji University ,Law,4,"ChatGPT, Gemini, Copilot",3.1,"Doubt Solving, Resume Writing",1,2,Yes,Copilot,9,Yes,,Mobile,Poor
Arjun,"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Science,2,"Gemini, Midjourney",0.7,"Assignments, Coding Help",3,0,Yes,Other,2,No,,Mobile,High
Sai,Vaishali Institute of Business and Rural Management ,Management,3,"Gemini, Midjourney",2.6,Learning new topics,3,-2,No,ChatGPT,10,Yes,,Tablet,Poor
Reyansh,Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,1,Yes,Copilot,8,No,,Mobile,High
Ayaan,Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,1,Yes,Copilot,8,Yes,,Mobile,High
Krishna,Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,1,Yes,Copilot,8,No,,Mobile,Poor
Ishaan,Hyderabad School of Business ,Management,2,"ChatGPT, Copilot",3.2,Learning new topics,1,-1,Yes,Copilot,1,Yes,,Mobile,Medium
Rudra,Kerala University of Fisheries and Ocean Studies ,Law,4,Gemini,1.1,"Assignments, Coding Help",4,-1,No,ChatGPT,6,No,,Tablet,High
Dhruv,"Purnea University, Purnahiya ",Law,3,Copilot,0.8,"Doubt Solving, Resume Writing",5,-3,Yes,Copilot,10,Yes,,Mobile,High
Kabir,Shri Guru Ram Rai Institute of Medical ,Medical,1,"Gemini, Midjourney",1.4,Content Writing,2,1,No,Other,1,Yes,,Laptop,High
Atharv,Sardar Vallabhbhai National Institute of Technology ,Engineering,4,"ChatGPT, Copilot",0.7,"Exam Prep, Notes",4,2,Yes,Gemini,1,Yes,,Laptop,Medium
Om,"NEF Law College, Guwahati ",Law,3,"ChatGPT, Copilot",2.9,Learning new topics,2,-2,No,ChatGPT,7,No,,Mobile,Medium
Anaya,Doon Post Graduate College of Agriculture Science ,Hotel-management,2,Copilot,3.1,"Assignments, Coding Help",2,-2,No,Gemini,10,No,,Laptop,Poor
Siya,College of Veterinary and Animal Sciences ,Science,4,"ChatGPT, Gemini, Copilot",0.6,"MCQ Practice, Projects",5,1,No,Copilot,7,No,,Laptop,Medium
Diya,College of Veterinary and Animal Sciences ,Science,4,"ChatGPT, Gemini, Copilot",0.6,"MCQ Practice, Projects",5,1,No,Copilot,7,Yes,,Laptop,High
Myra,"Singhania University, Jhunjhunu ",Management,2,"ChatGPT, Gemini, Copilot",2.7,Content Writing,1,2,No,Other,5,Yes,,Laptop,Medium
Aadhya,JECRC University ,Commerce,3,Gemini,4.1,Content Writing,3,-3,Yes,ChatGPT,4,Yes,,Laptop,Medium
Riya,"RKDF University, Ranchi ",Law,4,"Gemini, Midjourney",2.9,"MCQ Practice, Projects",2,-2,No,ChatGPT,3,Yes,,Tablet,High
Pari,BFIT Group of Institutions ,Engineering,2,"ChatGPT, Copilot",1.0,Content Writing,5,-2,Yes,Gemini,6,Yes,,Mobile,High
Anika,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Ira,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,High
Meera,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Saanvi,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor
Navya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor
Aarohi,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Prisha,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor
Ishita,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor
Rakhi,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor
Ramya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Medium
Sneha,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Medium
Divya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Neha,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor
Pooja,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Kavya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Aishwarya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Medium
Shreya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor
Nandini,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor
Aarav,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor
Vivaan,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Medium
Aditya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High
Vihaan,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor
Arjun,Dr. SNS Rajalakshmi College of Arts and ,Commerce,1,"Gemini, Midjourney",1.1,"MCQ Practice, Projects",1,1,Yes,Gemini,2,No,,Laptop,Medium
Sai,Ram Krishna Dwarika College ,Commerce,3,"ChatGPT, Copilot",1.2,"Doubt Solving, Resume Writing",1,0,No,Gemini,7,Yes,,Tablet,High
Reyansh,"INMANTEC Institutions, Ghaziabad ",Pharmacy,2,Copilot,0.8,"Doubt Solving, Resume Writing",1,-2,Yes,Copilot,9,No,,Tablet,High
Ayaan,"INMANTEC Institutions, Ghaziabad ",Pharmacy,2,Copilot,0.8,"Doubt Solving, Resume Writing",1,-2,Yes,Copilot,9,Yes,,Tablet,Medium
Krishna,"St.Joseph University, Dimapur ",Science,3,ChatGPT,3.9,"Exam Prep, Notes",2,1,Yes,Copilot,2,No,,Mobile,High
Ishaan,Oriental University ,Engineering,4,"ChatGPT, Gemini, Copilot",3.1,"Exam Prep, Notes",2,-1,Yes,ChatGPT,7,No,,Mobile,Poor
Rudra,"The Global University, Itanagar ",Management,1,ChatGPT,2.5,"Exam Prep, Notes",5,1,Yes,ChatGPT,9,Yes,,Mobile,High
Dhruv,Narsee Monjee Institute of Management Studies ,Medical,2,ChatGPT,2.9,"Exam Prep, Notes",5,-1,No,Copilot,3,Yes,,Laptop,High
Kabir,Model Institute of Engineering and Technology ,Commerce,3,Copilot,1.1,Content Writing,5,0,Yes,Other,9,Yes,,Tablet,Medium
Atharv,Kerala University ,Law,1,Copilot,1.7,"MCQ Practice, Projects",5,-1,Yes,Gemini,5,No,,Mobile,Poor
Om,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,No,,Tablet,High
Anaya,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,No,,Tablet,Poor
Siya,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,Yes,,Tablet,High
Diya,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,Yes,,Tablet,Poor
Myra,Panjab University ,Pharmacy,3,Gemini,4.2,"Assignments, Coding Help",4,-3,No,Gemini,4,No,,Mobile,Poor
Aadhya,Panjab University ,Pharmacy,3,Gemini,4.2,"Assignments, Coding Help",4,-3,No,Gemini,4,No,,Mobile,Poor
Riya,Panjab University ,Pharmacy,3,Gemini,4.2,"Assignments, Coding Help",4,-3,No,Gemini,4,No,,Mobile,Poor
Pari,"PDM University, Bahadurgarh, Bahadurgarh ",Law,2,Gemini,2.6,Learning new topics,2,-3,Yes,ChatGPT,3,No,,Laptop,Medium
Anika,Dibrugarh Hanumanbux Surajmal Kanoi College ,Arts,4,Copilot,4.2,Learning new topics,2,-1,Yes,Gemini,6,No,,Tablet,Poor
Ira,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,Medium
Meera,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,Poor
Saanvi,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,High
Navya,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,Medium
Aarohi,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,Medium
Prisha,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,High
Ishita,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium
Rakhi,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Poor
Ramya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,Poor
Sneha,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Poor
Divya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,Medium
Neha,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium
Pooja,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,High
Kavya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Poor
Aishwarya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium
Shreya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium
Nandini,Institute of Agri Business Management ,Agriculture,3,Copilot,1.3,"Doubt Solving, Resume Writing",1,-3,No,ChatGPT,8,Yes,,Tablet,High
Aarav,"Institute of Law, Nirma University ",Law,1,Copilot,2.0,Learning new topics,2,-3,No,Other,5,Yes,,Mobile,Medium
Vivaan,Institute of Medical Sciences and SUM Hospital ,Medical,2,ChatGPT,1.3,"Assignments, Coding Help",3,-3,Yes,ChatGPT,8,Yes,,Laptop,Medium
Aditya,"Amity University, Gwalior ",Pharmacy,2,ChatGPT,2.6,Learning new topics,3,-2,Yes,Gemini,8,No,,Laptop,Medium
Vihaan,Jayoti Vidyapeeth Women's University ,Arts,1,"Gemini, Midjourney",3.8,"MCQ Practice, Projects",1,0,Yes,Copilot,1,Yes,,Mobile,Medium
Arjun,"Institute of Hotel Management Shri Shakti- [IHM], ",Hotel-management,2,"Gemini, Midjourney",1.5,Learning new topics,4,3,No,ChatGPT,10,No,,Tablet,Poor
Sai,Bidhan Chandra Krishi Viswavidyalaya ,Agriculture,2,Copilot,0.8,Content Writing,5,-1,Yes,Other,6,Yes,,Tablet,Medium
Reyansh,"Indira Gandhi Institute of Pharmaceutical Sciences, Bhubaneswar ",Pharmacy,1,"Gemini, Midjourney",3.3,"Exam Prep, Notes",5,1,No,Other,9,Yes,,Laptop,Poor
Ayaan,"JNTUA College of Engineering, Ananthapur ",Engineering,2,ChatGPT,3.1,"Assignments, Coding Help",5,1,Yes,Gemini,8,No,,Mobile,High
Krishna,"Poddar Group of Institutions, Jaipur ",Science,4,Gemini,2.0,"MCQ Practice, Projects",2,-2,No,Other,10,No,,Tablet,High
Ishaan,"St. Mira's College for Girls, Pune ",Commerce,4,"Gemini, Midjourney",4.1,Content Writing,5,-3,No,Copilot,9,No,,Laptop,Poor
Rudra,"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Agriculture,2,Copilot,2.9,"Exam Prep, Notes",3,-2,Yes,Gemini,1,No,,Laptop,High
Dhruv,"IIHMR University, Jaipur ",Arts,1,"ChatGPT, Gemini, Copilot",3.0,Learning new topics,2,-2,No,Copilot,9,No,,Laptop,Poor
Kabir,Seth GS Medical College ,Medical,1,Copilot,4.3,"MCQ Practice, Projects",2,3,Yes,Gemini,5,Yes,,Laptop,High
Atharv,"Faculty of Management Studies, Manav Rachna International ",Management,1,ChatGPT,3.8,Content Writing,3,2,No,Gemini,8,Yes,,Tablet,High
Om,"Faculty of Management Studies, Manav Rachna International ",Management,1,ChatGPT,3.8,Content Writing,3,2,No,Gemini,8,No,,Tablet,High
Anaya,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,Poor
Siya,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,High
Diya,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,Poor
Myra,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,Medium
Aadhya,Sri Ram Chandra Bhanja Medical College and ,Pharmacy,1,ChatGPT,2.3,Content Writing,3,0,No,Other,7,No,,Laptop,Poor
Riya,RP Inderaprastha Institute of Technology ,Hotel-management,2,Gemini,0.9,"Assignments, Coding Help",3,2,Yes,Copilot,5,No,,Mobile,Poor
Pari,"University School of Business, Chandigarh University ",Arts,1,ChatGPT,4.2,"MCQ Practice, Projects",5,3,Yes,Copilot,1,Yes,,Laptop,High
Anika,"University School of Business, Chandigarh University ",Arts,1,ChatGPT,4.2,"MCQ Practice, Projects",5,3,Yes,Copilot,1,No,,Laptop,Poor
Ira,"University School of Business, Chandigarh University ",Arts,1,ChatGPT,4.2,"MCQ Practice, Projects",5,3,Yes,Copilot,1,No,,Laptop,Medium
Meera,Jesus and Mary College ,Science,4,Copilot,1.2,"Exam Prep, Notes",2,-2,Yes,Gemini,9,Yes,,Tablet,High
Saanvi,Baba Balak Nath Post Graduate College ,Science,3,Copilot,1.3,"Doubt Solving, Resume Writing",5,3,Yes,Other,10,No,,Tablet,High
Navya,"C. V. Raman Global University, Bhubaneswar ",Hotel-management,1,"ChatGPT, Gemini, Copilot",0.9,"Doubt Solving, Resume Writing",2,1,No,Copilot,6,Yes,,Mobile,Poor
Aarohi,SunRise University ,Pharmacy,1,Gemini,3.1,Content Writing,1,3,Yes,Gemini,1,No,,Mobile,Medium
Prisha,SunRise University ,Pharmacy,1,Gemini,3.1,Content Writing,1,3,Yes,Gemini,1,Yes,,Mobile,High
Ishita,"Dr. Zakir Husain Institute, Patna ",Hotel-management,3,Gemini,2.1,Content Writing,1,-1,Yes,Other,5,Yes,,Mobile,High
